Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
1598,ODI # 1666,South Africa,Sri Lanka,Winner2ndInning,Paarl,"Jan 9, 2001",South Africa,South Africa,Home,Away,Second,First,200,183,383
1599,ODI # 1667,Australia,West Indies,Winner1stInning,Melbourne,"Jan 11, 2001",Australia,Australia,Home,Away,First,Second,218,295,513
1600,ODI # 1668,South Africa,Sri Lanka,Winner1stInning,Cape Town,"Jan 11, 2001",South Africa,South Africa,Home,Away,First,Second,207,207,414
1601,ODI # 1669,West Indies,Zimbabwe,Winner2ndInning,Brisbane,"Jan 13, 2001",West Indies,Australia,Neutral,Neutral,Second,First,297,193,490
1602,ODI # 1670,Australia,West Indies,Winner2ndInning,Brisbane,"Jan 14, 2001",Australia,Australia,Home,Away,Second,First,196,291,487
1603,ODI # 1671,South Africa,Sri Lanka,Winner2ndInning,Bloemfontein,"Jan 14, 2001",South Africa,South Africa,Home,Away,Second,First,182,150,332
1604,ODI # 1672,Australia,West Indies,Winner1stInning,Sydney,"Jan 17, 2001",Australia,Australia,Home,Away,First,Second,183,188,371
1605,ODI # 1673,South Africa,Sri Lanka,Winner1stInning,Johannesburg,"Jan 17, 2001",Sri Lanka,South Africa,Home,Away,Second,First,153,158,311
1606,ODI # 1674,Australia,Zimbabwe,Winner2ndInning,Melbourne,"Jan 21, 2001",Australia,Australia,Home,Away,Second,First,180,166,346
1607,ODI # 1675,West Indies,Zimbabwe,Winner1stInning,Sydney,"Jan 23, 2001",Zimbabwe,Australia,Neutral,Neutral,Second,First,204,263,467
1608,ODI # 1676,West Indies,Zimbabwe,Winner1stInning,Adelaide,"Jan 25, 2001",West Indies,Australia,Neutral,Neutral,First,Second,257,156,413
1609,ODI # 1677,Australia,West Indies,Winner2ndInning,Adelaide,"Jan 26, 2001",Australia,Australia,Home,Away,Second,First,207,250,457
1610,ODI # 1678,Australia,Zimbabwe,Winner1stInning,Sydney,"Jan 28, 2001",Australia,Australia,Home,Away,First,Second,266,269,535
1611,ODI # 1679,Australia,Zimbabwe,Winner2ndInning,Hobart,"Jan 30, 2001",Australia,Australia,Home,Away,Second,First,173,286,459
1612,ODI # 1680,New Zealand,Sri Lanka,Winner1stInning,Napier,"Jan 31, 2001",Sri Lanka,New Zealand,Home,Away,Second,First,268,284,552
1613,ODI # 1681,West Indies,Zimbabwe,Winner1stInning,Perth,"Feb 2, 2001",West Indies,Australia,Neutral,Neutral,First,Second,236,156,392
1614,ODI # 1682,New Zealand,Sri Lanka,Winner2ndInning,Wellington,"Feb 3, 2001",Sri Lanka,New Zealand,Home,Away,First,Second,284,177,461
1615,ODI # 1683,Australia,Zimbabwe,Winner1stInning,Perth,"Feb 4, 2001",Australia,Australia,Home,Away,First,Second,263,177,440
1616,ODI # 1684,New Zealand,Sri Lanka,Winner2ndInning,Auckland,"Feb 6, 2001",Sri Lanka,New Zealand,Home,Away,First,Second,165,187,352
1617,ODI # 1685,Australia,West Indies,Winner1stInning,Sydney,"Feb 7, 2001",Australia,Australia,Home,Away,First,Second,286,233,519
1618,ODI # 1686,New Zealand,Sri Lanka,Winner1stInning,Hamilton,"Feb 8, 2001",Sri Lanka,New Zealand,Home,Away,Second,First,218,246,464
1619,ODI # 1687,Australia,West Indies,Winner1stInning,Melbourne,"Feb 9, 2001",Australia,Australia,Home,Away,First,Second,169,198,367
1620,ODI # 1688,New Zealand,Sri Lanka,Winner1stInning,Christchurch,"Feb 11, 2001",New Zealand,New Zealand,Home,Away,First,Second,152,164,316
1621,ODI # 1689,New Zealand,Pakistan,Winner2ndInning,Auckland,"Feb 17-18, 2001",Pakistan,New Zealand,Home,Away,First,Second,151,216,367
1622,ODI # 1690,New Zealand,Pakistan,Winner2ndInning,Napier,"Feb 20, 2001",New Zealand,New Zealand,Home,Away,Second,First,197,300,497
1623,ODI # 1691,New Zealand,Pakistan,Winner1stInning,Wellington,"Feb 22, 2001",Pakistan,New Zealand,Home,Away,Second,First,270,173,443
1624,ODI # 1692,New Zealand,Pakistan,Winner1stInning,Christchurch,"Feb 25, 2001",New Zealand,New Zealand,Home,Away,First,Second,150,186,336
1625,ODI # 1693,New Zealand,Pakistan,Winner2ndInning,Dunedin,"Feb 28, 2001",New Zealand,New Zealand,Home,Away,Second,First,214,285,499
1626,ODI # 1694,Sri Lanka,England,Winner2ndInning,Dambulla,"Mar 23, 2001",Sri Lanka,Sri Lanka,Home,Away,Second,First,153,233,386
1627,ODI # 1695,Sri Lanka,England,Winner1stInning,Colombo,"Mar 25, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,177,162,339
1628,ODI # 1696,India,Australia,Winner1stInning,Bengaluru,"Mar 25, 2001",India,India,Home,Away,First,Second,266,249,515
1629,ODI # 1697,Sri Lanka,England,Winner2ndInning,Colombo,"Mar 27, 2001",Sri Lanka,Sri Lanka,Home,Away,Second,First,165,178,343
1630,ODI # 1698,India,Australia,Winner2ndInning,Pune,"Mar 28, 2001",Australia,India,Home,Away,First,Second,167,222,389
1631,ODI # 1699,India,Australia,Winner1stInning,Indore,"Mar 31, 2001",India,India,Home,Away,First,Second,223,278,501
1632,ODI # 1700,India,Australia,Winner1stInning,Visakhapatnam,"Apr 3, 2001",Australia,India,Home,Away,Second,First,259,231,490
1633,ODI # 1701,India,Australia,Winner2ndInning,Margao,"Apr 6, 2001",Australia,India,Home,Away,First,Second,266,244,510
1634,ODI # 1702,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Apr 7, 2001",Zimbabwe,Zimbabwe,Home,Away,Second,First,243,150,393
1635,ODI # 1703,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Apr 8, 2001",Zimbabwe,Zimbabwe,Home,Away,First,Second,207,266,473
1636,ODI # 1704,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Apr 8, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,260,239,499
1637,ODI # 1705,New Zealand,Sri Lanka,Winner1stInning,Sharjah,"Apr 10, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,216,220,436
1638,ODI # 1706,Zimbabwe,Bangladesh,Winner1stInning,Bulawayo,"Apr 11, 2001",Zimbabwe,Zimbabwe,Home,Away,First,Second,226,275,501
1639,ODI # 1707,New Zealand,Pakistan,Winner2ndInning,Sharjah,"Apr 12, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,170,279,449
1640,ODI # 1708,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Apr 13, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,249,191,440
1641,ODI # 1709,New Zealand,Pakistan,Winner2ndInning,Sharjah,"Apr 15, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,220,194,414
1642,ODI # 1710,New Zealand,Sri Lanka,Winner1stInning,Sharjah,"Apr 17, 2001",New Zealand,U.A.E.,Neutral,Neutral,First,Second,242,150,392
1643,ODI # 1711,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Apr 20, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,208,212,420
1644,ODI # 1712,West Indies,South Africa,Winner2ndInning,Kingston,"Apr 28, 2001",West Indies,West Indies,Home,Away,Second,First,274,187,461
1645,ODI # 1713,West Indies,South Africa,Winner2ndInning,St John's,"May 2, 2001",South Africa,West Indies,Home,Away,First,Second,252,190,442
1646,ODI # 1714,West Indies,South Africa,Winner1stInning,St George's,"May 5, 2001",South Africa,West Indies,Home,Away,Second,First,295,277,572
1647,ODI # 1715,West Indies,South Africa,Winner2ndInning,St George's,"May 6, 2001",South Africa,West Indies,Home,Away,First,Second,196,228,424
1648,ODI # 1716,West Indies,South Africa,Winner2ndInning,Bridgetown,"May 9, 2001",South Africa,West Indies,Home,Away,First,Second,185,248,433
1649,ODI # 1717,West Indies,South Africa,Winner1stInning,Port of Spain,"May 12, 2001",South Africa,West Indies,Home,Away,Second,First,164,178,342
1650,ODI # 1718,West Indies,South Africa,Winner2ndInning,Kingstown,"May 16, 2001",West Indies,West Indies,Home,Away,Second,First,286,239,525
1651,ODI # 1719,England,Pakistan,Winner1stInning,Birmingham,"Jun 7, 2001",Pakistan,England,Home,Away,Second,First,258,224,482
1652,ODI # 1720,Australia,Pakistan,Winner2ndInning,Cardiff,"Jun 9, 2001",Australia,England,Neutral,Neutral,Second,First,271,213,484
1653,ODI # 1721,England,Australia,Winner2ndInning,Bristol,"Jun 10, 2001",Australia,England,Home,Away,First,Second,248,252,500
1654,ODI # 1722,England,Pakistan,Winner1stInning,Lord's,"Jun 12, 2001",Pakistan,England,Home,Away,Second,First,237,178,415
1655,ODI # 1723,England,Australia,Winner1stInning,Manchester,"Jun 14, 2001",Australia,England,Home,Away,Second,First,179,263,442
1657,ODI # 1725,Australia,Pakistan,Winner1stInning,Nottingham,"Jun 19, 2001",Pakistan,England,Neutral,Neutral,Second,First,277,246,523
1658,ODI # 1726,England,Australia,Winner2ndInning,The Oval,"Jun 21, 2001",Australia,England,Home,Away,First,Second,270,248,518
1659,ODI # 1727,Zimbabwe,West Indies,Winner1stInning,Harare,"Jun 23, 2001",West Indies,Zimbabwe,Home,Away,Second,First,264,279,543
1660,ODI # 1728,Australia,Pakistan,Winner2ndInning,Lord's,"Jun 23, 2001",Australia,England,Neutral,Neutral,Second,First,243,195,438
1661,ODI # 1729,Zimbabwe,India,Winner2ndInning,Harare,"Jun 24, 2001",India,Zimbabwe,Home,Away,First,Second,244,185,429
1662,ODI # 1730,Zimbabwe,India,Winner2ndInning,Bulawayo,"Jun 27, 2001",India,Zimbabwe,Home,Away,First,Second,249,182,431
1663,ODI # 1731,India,West Indies,Winner2ndInning,Bulawayo,"Jun 30, 2001",India,Zimbabwe,Neutral,Neutral,Second,First,228,223,451
1664,ODI # 1732,Zimbabwe,West Indies,Winner2ndInning,Bulawayo,"Jul 1, 2001",West Indies,Zimbabwe,Home,Away,First,Second,237,247,484
1665,ODI # 1733,India,West Indies,Winner2ndInning,Harare,"Jul 4, 2001",India,Zimbabwe,Neutral,Neutral,Second,First,262,242,504
1666,ODI # 1734,India,West Indies,Winner1stInning,Harare,"Jul 7, 2001",West Indies,Zimbabwe,Neutral,Neutral,Second,First,176,255,431
1667,ODI # 1735,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Jul 18, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,180,237,417
1668,ODI # 1736,India,New Zealand,Winner1stInning,Colombo,"Jul 20, 2001",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,258,161,419
1669,ODI # 1737,Sri Lanka,India,Winner1stInning,Colombo,"Jul 22, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,221,164,385
1670,ODI # 1738,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Jul 25, 2001",Sri Lanka,Sri Lanka,Home,Away,Second,First,196,208,404
1671,ODI # 1739,India,New Zealand,Winner1stInning,Colombo,"Jul 26, 2001",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,274,270,544
1672,ODI # 1740,Sri Lanka,India,Winner2ndInning,Colombo,"Jul 28, 2001",India,Sri Lanka,Home,Away,First,Second,241,256,497
1673,ODI # 1741,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Jul 31, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,274,181,455
1674,ODI # 1742,Sri Lanka,India,Winner1stInning,Colombo,"Aug 1, 2001",India,Sri Lanka,Home,Away,Second,First,286,265,551
1675,ODI # 1743,India,New Zealand,Winner2ndInning,Colombo,"Aug 2, 2001",India,Sri Lanka,Neutral,Neutral,Second,First,277,185,462
1676,ODI # 1744,Sri Lanka,India,Winner1stInning,Colombo,"Aug 5, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,266,219,485
1677,ODI # 1745,Kenya,West Indies,Winner1stInning,Nairobi,"Aug 15, 2001",West Indies,Kenya,Home,Away,Second,First,167,292,459
1678,ODI # 1746,Kenya,West Indies,Winner2ndInning,Nairobi,"Aug 18, 2001",West Indies,Kenya,Home,Away,First,Second,276,190,466
1679,ODI # 1747,Kenya,West Indies,Winner2ndInning,Nairobi,"Aug 19, 2001",West Indies,Kenya,Home,Away,First,Second,168,176,344
1680,ODI # 1748,Zimbabwe,South Africa,Winner1stInning,Bulawayo,"Sep 23, 2001",South Africa,Zimbabwe,Home,Away,Second,First,178,176,354
1681,ODI # 1749,Zimbabwe,South Africa,Winner1stInning,Harare,"Sep 29, 2001",South Africa,Zimbabwe,Home,Away,Second,First,211,221,432
1682,ODI # 1750,Zimbabwe,South Africa,Winner2ndInning,Harare,"Sep 30, 2001",South Africa,Zimbabwe,Home,Away,First,Second,274,251,525
1683,ODI # 1751,Zimbabwe,England,Winner2ndInning,Harare,"Oct 3, 2001",England,Zimbabwe,Home,Away,First,Second,185,295,480
1684,ODI # 1752,South Africa,India,Winner2ndInning,Johannesburg,"Oct 5, 2001",South Africa,South Africa,Home,Away,Second,First,262,201,463
1685,ODI # 1753,Zimbabwe,England,Winner2ndInning,Harare,"Oct 6, 2001",England,Zimbabwe,Home,Away,First,Second,237,268,505
1686,ODI # 1754,Zimbabwe,England,Winner2ndInning,Harare,"Oct 7, 2001",England,Zimbabwe,Home,Away,First,Second,209,228,437
1687,ODI # 1755,South Africa,Kenya,Winner2ndInning,Benoni,"Oct 7, 2001",South Africa,South Africa,Home,Away,Second,First,255,237,492
1688,ODI # 1756,Zimbabwe,England,Winner1stInning,Bulawayo,"Oct 10, 2001",England,Zimbabwe,Home,Away,Second,First,152,162,314
1689,ODI # 1757,South Africa,India,Winner1stInning,Centurion,"Oct 10, 2001",India,South Africa,Home,Away,Second,First,150,194,344
1690,ODI # 1758,India,Kenya,Winner2ndInning,Bloemfontein,"Oct 12, 2001",India,South Africa,Neutral,Neutral,Second,First,281,186,467
1691,ODI # 1759,Zimbabwe,England,Winner2ndInning,Bulawayo,"Oct 13, 2001",England,Zimbabwe,Home,Away,First,Second,278,287,565
1692,ODI # 1760,South Africa,Kenya,Winner2ndInning,Kimberley,"Oct 14, 2001",South Africa,South Africa,Home,Away,Second,First,187,168,355
1693,ODI # 1761,India,Kenya,Winner1stInning,Port Elizabeth,"Oct 17, 2001",Kenya,South Africa,Neutral,Neutral,Second,First,279,278,557
1694,ODI # 1762,South Africa,India,Winner1stInning,East London,"Oct 19, 2001",South Africa,South Africa,Home,Away,First,Second,249,250,499
1695,ODI # 1763,South Africa,Kenya,Winner1stInning,Cape Town,"Oct 22, 2001",South Africa,South Africa,Home,Away,First,Second,240,205,445
1696,ODI # 1764,India,Kenya,Winner1stInning,Paarl,"Oct 24, 2001",India,South Africa,Neutral,Neutral,First,Second,263,202,465
1697,ODI # 1765,Sri Lanka,Zimbabwe,Winner1stInning,Sharjah,"Oct 26, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,255,229,484
1698,ODI # 1766,South Africa,India,Winner2ndInning,Durban,"Oct 26, 2001",South Africa,South Africa,Home,Away,Second,First,183,249,432
1699,ODI # 1767,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Oct 27, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,284,177,461
1700,ODI # 1768,Pakistan,Zimbabwe,Winner1stInning,Sharjah,"Oct 28, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,165,256,421
1701,ODI # 1769,Sri Lanka,Zimbabwe,Winner1stInning,Sharjah,"Oct 30, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,222,243,465
1702,ODI # 1770,Pakistan,Zimbabwe,Winner1stInning,Sharjah,"Oct 31, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second,167,189,356
1703,ODI # 1771,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Nov 2, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First,199,229,428
1704,ODI # 1772,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Nov 4, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First,188,285,473
1705,ODI # 1773,Bangladesh,Zimbabwe,Winner2ndInning,Chittagong,"Nov 23, 2001",Zimbabwe,Bangladesh,Home,Away,First,Second,176,223,399
1706,ODI # 1774,Bangladesh,Zimbabwe,Winner1stInning,Dhaka,"Nov 25, 2001",Zimbabwe,Bangladesh,Home,Away,Second,First,220,184,404
1707,ODI # 1775,Bangladesh,Zimbabwe,Winner2ndInning,Dhaka,"Nov 26, 2001",Zimbabwe,Bangladesh,Home,Away,First,Second,296,260,556
1708,ODI # 1776,Sri Lanka,Zimbabwe,Winner2ndInning,Colombo,"Dec 8, 2001",Sri Lanka,Sri Lanka,Home,Away,Second,First,151,236,387
1709,ODI # 1777,West Indies,Zimbabwe,Winner2ndInning,Colombo,"Dec 9, 2001",Zimbabwe,Sri Lanka,Neutral,Neutral,First,Second,258,201,459
1710,ODI # 1778,Sri Lanka,West Indies,Winner1stInning,Colombo,"Dec 11, 2001",West Indies,Sri Lanka,Home,Away,Second,First,249,291,540
1711,ODI # 1779,Sri Lanka,Zimbabwe,Winner1stInning,Colombo,"Dec 12, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,182,165,347
1712,ODI # 1780,Sri Lanka,West Indies,Winner2ndInning,Kandy,"Dec 15, 2001",Sri Lanka,Sri Lanka,Home,Away,Second,First,277,175,452
1713,ODI # 1781,West Indies,Zimbabwe,Winner2ndInning,Kandy,"Dec 16, 2001",West Indies,Sri Lanka,Neutral,Neutral,Second,First,216,252,468
1714,ODI # 1782,Sri Lanka,West Indies,Winner1stInning,Colombo,"Dec 19, 2001",Sri Lanka,Sri Lanka,Home,Away,First,Second,181,290,471
1715,ODI # 1783,Australia,New Zealand,Winner1stInning,Melbourne,"Jan 11, 2002",New Zealand,Australia,Home,Away,Second,First,255,186,441
1716,ODI # 1784,Australia,South Africa,Winner2ndInning,Melbourne,"Jan 13, 2002",South Africa,Australia,Home,Away,First,Second,182,236,418
1717,ODI # 1785,New Zealand,South Africa,Winner1stInning,Hobart,"Jan 15, 2002",South Africa,Australia,Neutral,Neutral,Second,First,274,271,545
1718,ODI # 1786,Australia,New Zealand,Winner1stInning,Sydney,"Jan 17, 2002",New Zealand,Australia,Home,Away,Second,First,299,160,459
1719,ODI # 1787,New Zealand,South Africa,Winner2ndInning,Brisbane,"Jan 19, 2002",New Zealand,Australia,Neutral,Neutral,Second,First,252,169,421
1720,ODI # 1788,India,England,Winner1stInning,Kolkata,"Jan 19, 2002",India,India,Home,Away,First,Second,219,263,482
1721,ODI # 1789,Australia,South Africa,Winner1stInning,Brisbane,"Jan 20, 2002",Australia,Australia,Home,Away,First,Second,270,182,452
1722,ODI # 1790,Bangladesh,Pakistan,Winner1stInning,Chittagong,"Jan 22, 2002",Pakistan,Bangladesh,Home,Away,Second,First,278,151,429
1723,ODI # 1791,Australia,South Africa,Winner2ndInning,Sydney,"Jan 22, 2002",Australia,Australia,Home,Away,Second,First,245,249,494
1724,ODI # 1792,India,England,Winner1stInning,Cuttack,"Jan 22, 2002",England,India,Home,Away,Second,First,248,209,457
1725,ODI # 1793,Bangladesh,Pakistan,Winner1stInning,Dhaka,"Jan 24, 2002",Pakistan,Bangladesh,Home,Away,Second,First,214,150,364
1726,ODI # 1794,Bangladesh,Pakistan,Winner2ndInning,Dhaka,"Jan 25, 2002",Pakistan,Bangladesh,Home,Away,First,Second,243,276,519
1727,ODI # 1795,India,England,Winner2ndInning,Chennai,"Jan 25, 2002",India,India,Home,Away,Second,First,218,243,461
1728,ODI # 1796,Australia,New Zealand,Winner1stInning,Adelaide,"Jan 26, 2002",New Zealand,Australia,Home,Away,Second,First,235,287,522
1729,ODI # 1797,New Zealand,South Africa,Winner1stInning,Adelaide,"Jan 27, 2002",South Africa,Australia,Neutral,Neutral,Second,First,291,270,561
1730,ODI # 1798,India,England,Winner2ndInning,Kanpur,"Jan 28, 2002",India,India,Home,Away,Second,First,192,161,353
1731,ODI # 1799,Australia,New Zealand,Winner2ndInning,Melbourne,"Jan 29, 2002",Australia,Australia,Home,Away,Second,First,221,266,487
1732,ODI # 1800,India,England,Winner1stInning,Delhi,"Jan 31, 2002",England,India,Home,Away,Second,First,159,272,431
1733,ODI # 1801,New Zealand,South Africa,Winner1stInning,Perth,"Feb 1, 2002",South Africa,Australia,Neutral,Neutral,Second,First,226,159,385
1734,ODI # 1802,Australia,South Africa,Winner1stInning,Perth,"Feb 3, 2002",Australia,Australia,Home,Away,First,Second,279,179,458
1735,ODI # 1803,India,England,Winner1stInning,Mumbai,"Feb 3, 2002",England,India,Home,Away,Second,First,231,192,423
1736,ODI # 1804,New Zealand,South Africa,Winner2ndInning,Melbourne,"Feb 6, 2002",South Africa,Australia,Neutral,Neutral,First,Second,236,204,440
1737,ODI # 1805,New Zealand,South Africa,Winner2ndInning,Sydney,"Feb 8, 2002",South Africa,Australia,Neutral,Neutral,First,Second,223,183,406
1738,ODI # 1806,New Zealand,England,Winner2ndInning,Christchurch,"Feb 13, 2002",New Zealand,New Zealand,Home,Away,Second,First,177,165,342
1739,ODI # 1807,Pakistan,West Indies,Winner2ndInning,Sharjah,"Feb 14, 2002",Pakistan,U.A.E.,Neutral,Neutral,Second,First,152,198,350
1740,ODI # 1808,Pakistan,West Indies,Winner1stInning,Sharjah,"Feb 15, 2002",Pakistan,U.A.E.,Neutral,Neutral,First,Second,239,227,466
1741,ODI # 1809,New Zealand,England,Winner1stInning,Wellington,"Feb 16, 2002",New Zealand,New Zealand,Home,Away,First,Second,217,231,448
1742,ODI # 1810,Pakistan,West Indies,Winner1stInning,Sharjah,"Feb 17, 2002",West Indies,U.A.E.,Neutral,Neutral,Second,First,209,211,420
1743,ODI # 1811,New Zealand,England,Winner1stInning,Napier,"Feb 20, 2002",England,New Zealand,Home,Away,Second,First,290,186,476
1744,ODI # 1812,New Zealand,England,Winner1stInning,Auckland,"Feb 23, 2002",England,New Zealand,Home,Away,Second,First,255,297,552
1745,ODI # 1813,New Zealand,England,Winner2ndInning,Dunedin,"Feb 26, 2002",New Zealand,New Zealand,Home,Away,Second,First,236,299,535
1746,ODI # 1814,India,Zimbabwe,Winner2ndInning,Faridabad,"Mar 7, 2002",Zimbabwe,India,Home,Away,First,Second,208,220,428
1747,ODI # 1815,India,Zimbabwe,Winner1stInning,Mohali,"Mar 10, 2002",India,,Neutral,Neutral,First,Second,265,259,524
1748,ODI # 1816,India,Zimbabwe,Winner2ndInning,Kochi,"Mar 13, 2002",Zimbabwe,India,Home,Away,First,Second,216,300,516
1749,ODI # 1817,India,Zimbabwe,Winner2ndInning,Hyderabad,"Mar 16, 2002",India,India,Home,Away,Second,First,279,152,431
1750,ODI # 1818,India,Zimbabwe,Winner1stInning,Guwahati,"Mar 19, 2002",India,India,Home,Away,First,Second,243,259,502
1751,ODI # 1819,South Africa,Australia,Winner1stInning,Johannesburg,"Mar 22, 2002",Australia,South Africa,Home,Away,Second,First,207,253,460
1752,ODI # 1820,South Africa,Australia,Winner1stInning,Centurion,"Mar 24, 2002",Australia,South Africa,Home,Away,Second,First,237,257,494
1753,ODI # 1822,South Africa,Australia,Winner1stInning,Bloemfontein,"Mar 30, 2002",Australia,South Africa,Home,Away,Second,First,175,181,356
1754,ODI # 1823,South Africa,Australia,Winner2ndInning,Durban,"Apr 3, 2002",Australia,South Africa,Home,Away,First,Second,169,170,339
1755,ODI # 1824,South Africa,Australia,Winner2ndInning,Port Elizabeth,"Apr 6, 2002",Australia,South Africa,Home,Away,First,Second,255,296,551
